_fixture_id,player_id,alt_id,name,player_team,_player_team_abbr,_player_team_name,opponent_team,_opponent_team_abbr,_opponent_team_name,match_difficulty,was_home_match,player_team_goals,opponent_team_goals,player_team_total_goals,opponent_team_total_goals,player_team_relavent_avg_goals,opponent_team_relavent_avg_goals,player_team_avg_goals,opponent_team_avg_goals,played_minutes,goal_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,team_selected,points
10,1,69140,Shkodran Mustafi,1,ARS,Arsenal,13,NEW,Newcastle,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,33117,0
11,1,69140,Shkodran Mustafi,1,ARS,Arsenal,5,BUR,Burnley,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,36709,0
24,1,69140,Shkodran Mustafi,1,ARS,Arsenal,10,LIV,Liverpool,4,0,1,3,5,3,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,30975,0
31,1,69140,Shkodran Mustafi,1,ARS,Arsenal,17,TOT,Spurs,4,1,2,2,6,4,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28096,0
49,1,69140,Shkodran Mustafi,1,ARS,Arsenal,18,WAT,Watford,2,0,2,2,8,3,1.3333333333333333,0,2.6666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26902,0
51,1,69140,Shkodran Mustafi,1,ARS,Arsenal,2,AVL,Aston Villa,4,1,3,2,10,6,1,0,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26330,0
67,1,69140,Shkodran Mustafi,1,ARS,Arsenal,12,MUN,Man Utd,4,0,1,1,13,17,1.2,0,2.6,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,25642,0
71,1,69140,Shkodran Mustafi,1,ARS,Arsenal,3,BOU,AFC Bournemouth,3,1,1,0,16,17,1.5,0,2.6666666666666665,2.8333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,25277,0
88,1,69140,Shkodran Mustafi,1,ARS,Arsenal,15,SHU,Sheffield Utd,3,0,0,1,17,9,1,0,2.4285714285714284,1.2857142857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,25175,0
91,1,69140,Shkodran Mustafi,1,ARS,Arsenal,7,CRY,Crystal Palace,2,1,2,2,18,10,1.375,0,2.25,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,25037,0
101,1,69140,Shkodran Mustafi,1,ARS,Arsenal,20,WOL,Wolves,3,1,1,1,22,26,1.4444444444444444,0,2.4444444444444446,2.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24909,0
113,1,69140,Shkodran Mustafi,1,ARS,Arsenal,9,LEI,Leicester,4,0,0,2,23,39,0.9,0,2.3,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24731,0
121,1,69140,Shkodran Mustafi,1,ARS,Arsenal,16,SOU,Southampton,2,1,2,2,24,29,1.3636363636363635,0,2.1818181818181817,2.6363636363636362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24575,0
137,1,69140,Shkodran Mustafi,1,ARS,Arsenal,14,NOR,Norwich,2,0,2,2,26,20,0.75,0,2.1666666666666665,1.6666666666666667,1,0,1,0,2,0,0,0,0,0,0,0,24,19.8,0.8,54.0,7.5,24142,4
141,1,69140,Shkodran Mustafi,1,ARS,Arsenal,4,BHA,Brighton,3,1,1,2,28,28,1.3076923076923077,0,2.1538461538461537,2.1538461538461537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24214,0
160,1,69140,Shkodran Mustafi,1,ARS,Arsenal,19,WHU,West Ham,2,0,3,1,29,27,0.7857142857142857,0,2.0714285714285716,1.9285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24078,0
10,10,156074,Rob Holding,1,ARS,Arsenal,13,NEW,Newcastle,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6135,0
11,10,156074,Rob Holding,1,ARS,Arsenal,5,BUR,Burnley,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5767,0
24,10,156074,Rob Holding,1,ARS,Arsenal,10,LIV,Liverpool,4,0,1,3,5,3,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5091,0
31,10,156074,Rob Holding,1,ARS,Arsenal,17,TOT,Spurs,4,1,2,2,6,4,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4739,0
49,10,156074,Rob Holding,1,ARS,Arsenal,18,WAT,Watford,2,0,2,2,8,3,1.3333333333333333,0,2.6666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5245,0
51,10,156074,Rob Holding,1,ARS,Arsenal,2,AVL,Aston Villa,4,1,3,2,10,6,1,0,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6817,0
67,10,156074,Rob Holding,1,ARS,Arsenal,12,MUN,Man Utd,4,0,1,1,13,17,1.2,0,2.6,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9171,0
71,10,156074,Rob Holding,1,ARS,Arsenal,3,BOU,AFC Bournemouth,3,1,1,0,16,17,1.5,0,2.6666666666666665,2.8333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10597,0
88,10,156074,Rob Holding,1,ARS,Arsenal,15,SHU,Sheffield Utd,3,0,0,1,17,9,1,0,2.4285714285714284,1.2857142857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10962,0
91,10,156074,Rob Holding,1,ARS,Arsenal,7,CRY,Crystal Palace,2,1,2,2,18,10,1.375,0,2.25,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10834,0
101,10,156074,Rob Holding,1,ARS,Arsenal,20,WOL,Wolves,3,1,1,1,22,26,1.4444444444444444,0,2.4444444444444446,2.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10579,0
113,10,156074,Rob Holding,1,ARS,Arsenal,9,LEI,Leicester,4,0,0,2,23,39,0.9,0,2.3,3.9,1,0,0,0,2,0,0,0,0,0,0,0,9,8.4,0.4,2.0,1.1,10002,1
121,10,156074,Rob Holding,1,ARS,Arsenal,16,SOU,Southampton,2,1,2,2,24,29,1.3636363636363635,0,2.1818181818181817,2.6363636363636362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10160,0
137,10,156074,Rob Holding,1,ARS,Arsenal,14,NOR,Norwich,2,0,2,2,26,20,0.75,0,2.1666666666666665,1.6666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9501,0
141,10,156074,Rob Holding,1,ARS,Arsenal,4,BHA,Brighton,3,1,1,2,28,28,1.3076923076923077,0,2.1538461538461537,2.1538461538461537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9400,0
160,10,156074,Rob Holding,1,ARS,Arsenal,19,WHU,West Ham,2,0,3,1,29,27,0.7857142857142857,0,2.0714285714285716,1.9285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9119,0
3,100,83314,Jeff Hendrick,5,BUR,Burnley,16,SOU,Southampton,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5770,0
11,100,83314,Jeff Hendrick,5,BUR,Burnley,1,ARS,Arsenal,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6144,0
30,100,83314,Jeff Hendrick,5,BUR,Burnley,20,WOL,Wolves,3,0,1,1,3,3,1,0,3,3,0.5,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,5677,1
32,100,83314,Jeff Hendrick,5,BUR,Burnley,10,LIV,Liverpool,5,1,0,3,4,9,1,0,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5391,0
43,100,83314,Jeff Hendrick,5,BUR,Burnley,4,BHA,Brighton,2,0,1,1,4,4,0.6666666666666666,0,1.3333333333333333,1.3333333333333333,0.5,1,0,0,0,0,0,0,0,0,0,1,22,36.4,0.7,7.0,4.4,5253,7
52,100,83314,Jeff Hendrick,5,BUR,Burnley,14,NOR,Norwich,2,1,2,0,8,9,1.25,0,2,2.25,1,0,0,1,0,0,0,0,0,0,0,0,4,7.2,2.8,21.0,3.1,5978,3
61,100,83314,Jeff Hendrick,5,BUR,Burnley,2,AVL,Aston Villa,2,0,2,2,10,10,0.6,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,6,1.2,2.8,36.0,4.0,5277,2
73,100,83314,Jeff Hendrick,5,BUR,Burnley,8,EVE,Everton,3,1,1,0,14,16,1.5,0,2.3333333333333335,2.6666666666666665,1,1,0,1,0,0,0,0,1,0,0,3,30,38.6,11.5,35.0,8.5,5940,10
86,100,83314,Jeff Hendrick,5,BUR,Burnley,9,LEI,Leicester,4,0,1,2,15,29,0.7142857142857143,0,2.142857142857143,4.142857142857143,1,0,0,0,2,0,0,0,1,0,0,0,6,6.8,2.4,36.0,4.5,9839,1
93,100,83314,Jeff Hendrick,5,BUR,Burnley,6,CHE,Chelsea,4,1,2,4,16,22,1.25,0,2,2.75,1,0,0,0,4,0,0,0,1,0,0,0,3,2.2,12.4,4.0,1.9,9963,1
108,100,83314,Jeff Hendrick,5,BUR,Burnley,15,SHU,Sheffield Utd,3,0,0,3,18,13,0.6666666666666666,0,2,1.4444444444444444,1,0,0,0,3,0,0,0,0,0,0,0,6,3.4,3.1,6.0,1.3,9845,2
111,100,83314,Jeff Hendrick,5,BUR,Burnley,19,WHU,West Ham,2,1,3,0,18,23,1.2,0,1.8,2.3,1,0,0,1,0,0,0,0,0,0,0,0,6,12.2,7.7,24.0,4.4,10315,3
129,100,83314,Jeff Hendrick,5,BUR,Burnley,18,WAT,Watford,2,0,3,0,21,14,0.5454545454545454,0,1.9090909090909092,1.2727272727272727,1,0,0,1,0,0,0,0,0,0,0,0,3,7.2,11.3,19.0,3.8,10095,3
131,100,83314,Jeff Hendrick,5,BUR,Burnley,7,CRY,Crystal Palace,2,1,0,2,24,15,1.25,0,2,1.25,1,0,0,0,2,0,0,0,0,0,0,0,18,17.8,48.4,2.0,6.8,10042,2
142,100,83314,Jeff Hendrick,5,BUR,Burnley,11,MCI,Man City,5,1,1,4,24,42,1.1538461538461537,0,1.8461538461538463,3.230769230769231,1,0,1,0,4,0,0,0,1,0,0,0,15,20.8,11.7,8.0,4.1,9631,4
158,100,83314,Jeff Hendrick,5,BUR,Burnley,17,TOT,Spurs,4,0,0,5,25,43,0.6428571428571429,0,1.7857142857142858,3.0714285714285716,1,0,0,0,5,0,0,0,0,0,0,0,14,7.6,2.0,0.0,1.0,9469,2
3,101,60551,Ashley Westwood,5,BUR,Burnley,16,SOU,Southampton,2,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7,6.4,11.5,0.0,1.8,51159,3
11,101,60551,Ashley Westwood,5,BUR,Burnley,1,ARS,Arsenal,4,0,1,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,9,12.8,22.6,4.0,3.9,48808,2
30,101,60551,Ashley Westwood,5,BUR,Burnley,20,WOL,Wolves,3,0,1,1,3,3,1,0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,18,17.4,30.3,1.0,4.9,42752,2
32,101,60551,Ashley Westwood,5,BUR,Burnley,10,LIV,Liverpool,5,1,0,3,4,9,1,0,2,4.5,1,0,0,0,3,0,0,0,0,0,0,0,13,12.0,15.3,0.0,2.7,37558,2
43,101,60551,Ashley Westwood,5,BUR,Burnley,4,BHA,Brighton,2,0,1,1,4,4,0.6666666666666666,0,1.3333333333333333,1.3333333333333333,1,0,0,0,1,0,0,0,1,0,0,0,9,11.0,32.4,4.0,4.7,35843,1
52,101,60551,Ashley Westwood,5,BUR,Burnley,14,NOR,Norwich,2,1,2,0,8,9,1.25,0,2,2.25,1,0,1,1,0,0,0,0,0,0,0,2,28,33.8,50.3,10.0,9.4,33328,8
61,101,60551,Ashley Westwood,5,BUR,Burnley,2,AVL,Aston Villa,2,0,2,2,10,10,0.6,0,2,2,1,0,0,0,2,0,0,0,1,0,0,0,4,3.6,19.6,0.0,2.3,37218,1
73,101,60551,Ashley Westwood,5,BUR,Burnley,8,EVE,Everton,3,1,1,0,14,16,1.5,0,2.3333333333333335,2.6666666666666665,1,0,1,1,0,0,0,0,1,0,0,0,20,30.2,39.4,0.0,7.0,35192,5
86,101,60551,Ashley Westwood,5,BUR,Burnley,9,LEI,Leicester,4,0,1,2,15,29,0.7142857142857143,0,2.142857142857143,4.142857142857143,1,0,0,0,2,0,0,0,0,0,0,0,20,31.4,31.9,8.0,7.1,35023,2
93,101,60551,Ashley Westwood,5,BUR,Burnley,6,CHE,Chelsea,4,1,2,4,16,22,1.25,0,2,2.75,1,0,0,0,4,0,0,0,0,0,0,0,12,9.6,3.2,20.0,3.3,34285,2
108,101,60551,Ashley Westwood,5,BUR,Burnley,15,SHU,Sheffield Utd,3,0,0,3,18,13,0.6666666666666666,0,2,1.4444444444444444,1,0,0,0,3,0,0,0,0,0,0,0,15,9.8,18.8,0.0,2.9,33172,2
111,101,60551,Ashley Westwood,5,BUR,Burnley,19,WHU,West Ham,2,1,3,0,18,23,1.2,0,1.8,2.3,1,0,1,1,0,0,0,0,1,0,0,0,18,6.0,16.8,0.0,2.3,33001,5
129,101,60551,Ashley Westwood,5,BUR,Burnley,18,WAT,Watford,2,0,3,0,21,14,0.5454545454545454,0,1.9090909090909092,1.2727272727272727,1,0,0,1,0,0,0,0,1,0,0,0,12,14.6,9.6,0.0,2.4,34639,2
131,101,60551,Ashley Westwood,5,BUR,Burnley,7,CRY,Crystal Palace,2,1,0,2,24,15,1.25,0,2,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28197,0
142,101,60551,Ashley Westwood,5,BUR,Burnley,11,MCI,Man City,5,1,1,4,24,42,1.1538461538461537,0,1.8461538461538463,3.230769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26777,0
158,101,60551,Ashley Westwood,5,BUR,Burnley,17,TOT,Spurs,4,0,0,5,25,43,0.6428571428571429,0,1.7857142857142858,3.0714285714285716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24398,0
3,102,40145,Jack Cork,5,BUR,Burnley,16,SOU,Southampton,2,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10,8.2,2.1,0.0,1.0,16050,3
11,102,40145,Jack Cork,5,BUR,Burnley,1,ARS,Arsenal,4,0,1,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,9,10.4,1.8,28.0,4.0,19860,2
30,102,40145,Jack Cork,5,BUR,Burnley,20,WOL,Wolves,3,0,1,1,3,3,1,0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,8,4.4,1.8,2.0,0.8,19928,2
32,102,40145,Jack Cork,5,BUR,Burnley,10,LIV,Liverpool,5,1,0,3,4,9,1,0,2,4.5,1,0,0,0,3,0,0,0,0,0,0,0,15,13.2,21.4,0.0,3.5,19839,2
43,102,40145,Jack Cork,5,BUR,Burnley,4,BHA,Brighton,2,0,1,1,4,4,0.6666666666666666,0,1.3333333333333333,1.3333333333333333,1,0,0,0,1,0,0,0,0,0,0,0,10,7.6,1.3,4.0,1.3,20200,2
52,102,40145,Jack Cork,5,BUR,Burnley,14,NOR,Norwich,2,1,2,0,8,9,1.25,0,2,2.25,1,0,0,1,0,0,0,0,0,0,0,0,18,19.6,23.1,21.0,6.4,19972,3
61,102,40145,Jack Cork,5,BUR,Burnley,2,AVL,Aston Villa,2,0,2,2,10,10,0.6,0,2,2,0.5,0,0,0,1,0,0,0,0,0,0,0,4,2.8,2.0,51.0,5.6,19274,1
73,102,40145,Jack Cork,5,BUR,Burnley,8,EVE,Everton,3,1,1,0,14,16,1.5,0,2.3333333333333335,2.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,16337,0
86,102,40145,Jack Cork,5,BUR,Burnley,9,LEI,Leicester,4,0,1,2,15,29,0.7142857142857143,0,2.142857142857143,4.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,14564,0
93,102,40145,Jack Cork,5,BUR,Burnley,6,CHE,Chelsea,4,1,2,4,16,22,1.25,0,2,2.75,1,0,0,0,4,0,0,0,0,0,0,0,19,10.4,16.0,0.0,2.6,13757,2
108,102,40145,Jack Cork,5,BUR,Burnley,15,SHU,Sheffield Utd,3,0,0,3,18,13,0.6666666666666666,0,2,1.4444444444444444,1,0,0,0,3,0,0,0,0,0,0,0,9,9.0,4.1,0.0,1.3,13487,2
111,102,40145,Jack Cork,5,BUR,Burnley,19,WHU,West Ham,2,1,3,0,18,23,1.2,0,1.8,2.3,1,0,0,1,0,0,0,0,0,0,0,0,18,14.4,23.3,9.0,4.7,13335,3
129,102,40145,Jack Cork,5,BUR,Burnley,18,WAT,Watford,2,0,3,0,21,14,0.5454545454545454,0,1.9090909090909092,1.2727272727272727,1,0,0,1,0,0,0,0,0,0,0,0,8,6.0,4.8,4.0,1.5,13378,3
131,102,40145,Jack Cork,5,BUR,Burnley,7,CRY,Crystal Palace,2,1,0,2,24,15,1.25,0,2,1.25,1,0,0,0,2,0,0,0,0,0,0,0,9,6.8,1.8,8.0,1.7,13434,2
142,102,40145,Jack Cork,5,BUR,Burnley,11,MCI,Man City,5,1,1,4,24,42,1.1538461538461537,0,1.8461538461538463,3.230769230769231,1,0,0,0,4,0,0,0,0,0,0,0,9,15.8,1.0,2.0,1.9,13257,2
158,102,40145,Jack Cork,5,BUR,Burnley,17,TOT,Spurs,4,0,0,5,25,43,0.6428571428571429,0,1.7857142857142858,3.0714285714285716,1,0,0,0,5,0,0,0,0,0,0,0,13,4.8,3.2,2.0,1.0,13067,2
9,103,82263,Marcos Alonso,6,CHE,Chelsea,12,MUN,Man Utd,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,267531,0
14,103,82263,Marcos Alonso,6,CHE,Chelsea,9,LEI,Leicester,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,240438,0
26,103,82263,Marcos Alonso,6,CHE,Chelsea,14,NOR,Norwich,4,0,3,2,2,5,1,0,2,5,0.5,0,0,0,0,0,0,0,0,0,0,0,2,2.0,0.0,2.0,0.4,190504,1
33,103,82263,Marcos Alonso,6,CHE,Chelsea,15,SHU,Sheffield Utd,4,1,2,2,6,3,1,0,3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,168016,0
50,103,82263,Marcos Alonso,6,CHE,Chelsea,20,WOL,Wolves,4,0,5,2,12,9,2.6666666666666665,0,4,3,1,0,1,0,2,0,0,0,0,0,0,0,26,31.8,17.6,24.0,7.3,151099,4
53,103,82263,Marcos Alonso,6,CHE,Chelsea,10,LIV,Liverpool,4,1,1,2,14,22,1.25,0,3.5,5.5,1,0,0,0,1,0,0,0,1,0,0,0,17,13.0,43.3,3.0,5.9,155099,1
63,103,82263,Marcos Alonso,6,CHE,Chelsea,4,BHA,Brighton,4,1,2,0,16,8,1.4,0,3.2,1.6,1,0,0,1,0,0,0,0,1,0,0,0,22,12.0,27.3,15.0,5.4,174929,5
78,103,82263,Marcos Alonso,6,CHE,Chelsea,16,SOU,Southampton,4,0,4,1,19,14,1.6666666666666667,0,3.1666666666666665,2.3333333333333335,1,0,1,0,1,0,0,0,0,0,0,0,25,38.8,17.3,8.0,6.4,185899,5
83,103,82263,Marcos Alonso,6,CHE,Chelsea,13,NEW,Newcastle,4,1,1,0,20,18,1.2857142857142858,0,2.857142857142857,2.5714285714285716,1,1,0,1,0,0,0,0,1,0,0,3,32,46.8,17.9,42.0,10.7,204804,14
93,103,82263,Marcos Alonso,6,CHE,Chelsea,5,BUR,Burnley,4,0,4,2,22,16,1.375,0,2.75,2,1,0,0,1,0,0,0,0,0,0,0,0,23,10.6,6.5,0.0,1.7,272623,6
109,103,82263,Marcos Alonso,6,CHE,Chelsea,18,WAT,Watford,4,0,2,1,26,11,1.6666666666666667,0,2.888888888888889,1.2222222222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,329156,0
112,103,82263,Marcos Alonso,6,CHE,Chelsea,7,CRY,Crystal Palace,4,1,2,0,28,13,1.1,0,2.8,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,303482,0
127,103,82263,Marcos Alonso,6,CHE,Chelsea,11,MCI,Man City,4,0,1,2,30,38,1.5454545454545454,0,2.727272727272727,3.4545454545454546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,240909,0
132,103,82263,Marcos Alonso,6,CHE,Chelsea,19,WHU,West Ham,4,1,0,1,31,26,1.0833333333333333,0,2.5833333333333335,2.1666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,215569,0
147,103,82263,Marcos Alonso,6,CHE,Chelsea,2,AVL,Aston Villa,4,1,2,1,31,27,1,0,2.3846153846153846,2.076923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,200969,0
154,103,82263,Marcos Alonso,6,CHE,Chelsea,8,EVE,Everton,4,0,1,3,33,38,1.2857142857142858,0,2.357142857142857,2.7142857142857144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,189392,0
9,104,102380,Antonio Rüdiger,6,CHE,Chelsea,12,MUN,Man Utd,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6039,0
14,104,102380,Antonio Rüdiger,6,CHE,Chelsea,9,LEI,Leicester,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7432,0
26,104,102380,Antonio Rüdiger,6,CHE,Chelsea,14,NOR,Norwich,4,0,3,2,2,5,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7414,0
33,104,102380,Antonio Rüdiger,6,CHE,Chelsea,15,SHU,Sheffield Utd,4,1,2,2,6,3,1,0,3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6812,0
50,104,102380,Antonio Rüdiger,6,CHE,Chelsea,20,WOL,Wolves,4,0,5,2,12,9,2.6666666666666665,0,4,3,0.5,0,0,0,0,0,0,0,0,0,0,0,9,6.6,0.9,49.0,5.7,7775,1
53,104,102380,Antonio Rüdiger,6,CHE,Chelsea,10,LIV,Liverpool,4,1,1,2,14,22,1.25,0,3.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8346,0
63,104,102380,Antonio Rüdiger,6,CHE,Chelsea,4,BHA,Brighton,4,1,2,0,16,8,1.4,0,3.2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7768,0
78,104,102380,Antonio Rüdiger,6,CHE,Chelsea,16,SOU,Southampton,4,0,4,1,19,14,1.6666666666666667,0,3.1666666666666665,2.3333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7124,0
83,104,102380,Antonio Rüdiger,6,CHE,Chelsea,13,NEW,Newcastle,4,1,1,0,20,18,1.2857142857142858,0,2.857142857142857,2.5714285714285716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6976,0
93,104,102380,Antonio Rüdiger,6,CHE,Chelsea,5,BUR,Burnley,4,0,4,2,22,16,1.375,0,2.75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6868,0
109,104,102380,Antonio Rüdiger,6,CHE,Chelsea,18,WAT,Watford,4,0,2,1,26,11,1.6666666666666667,0,2.888888888888889,1.2222222222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6721,0
112,104,102380,Antonio Rüdiger,6,CHE,Chelsea,7,CRY,Crystal Palace,4,1,2,0,28,13,1.1,0,2.8,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6612,0
127,104,102380,Antonio Rüdiger,6,CHE,Chelsea,11,MCI,Man City,4,0,1,2,30,38,1.5454545454545454,0,2.727272727272727,3.4545454545454546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6551,0
132,104,102380,Antonio Rüdiger,6,CHE,Chelsea,19,WHU,West Ham,4,1,0,1,31,26,1.0833333333333333,0,2.5833333333333335,2.1666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6512,0
147,104,102380,Antonio Rüdiger,6,CHE,Chelsea,2,AVL,Aston Villa,4,1,2,1,31,27,1,0,2.3846153846153846,2.076923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6499,0
154,104,102380,Antonio Rüdiger,6,CHE,Chelsea,8,EVE,Everton,4,0,1,3,33,38,1.2857142857142858,0,2.357142857142857,2.7142857142857144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6512,0
9,105,41328,César Azpilicueta,6,CHE,Chelsea,12,MUN,Man Utd,4,0,0,4,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,9,24.0,16.8,2.0,4.3,471790,0
14,105,41328,César Azpilicueta,6,CHE,Chelsea,9,LEI,Leicester,4,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,13,19.8,30.5,6.0,5.6,468158,2
26,105,41328,César Azpilicueta,6,CHE,Chelsea,14,NOR,Norwich,4,0,3,2,2,5,1,0,2,5,1,0,1,0,2,0,0,0,0,0,0,0,25,30.8,22.0,19.0,7.2,448809,4
33,105,41328,César Azpilicueta,6,CHE,Chelsea,15,SHU,Sheffield Utd,4,1,2,2,6,3,1,0,3,1.5,1,0,0,0,2,0,0,0,0,0,0,0,20,25.4,31.6,4.0,6.1,451639,1
50,105,41328,César Azpilicueta,6,CHE,Chelsea,20,WOL,Wolves,4,0,5,2,12,9,2.6666666666666665,0,4,3,1,0,0,0,2,0,0,0,0,0,0,0,8,12.4,12.5,4.0,2.9,415120,1
53,105,41328,César Azpilicueta,6,CHE,Chelsea,10,LIV,Liverpool,4,1,1,2,14,22,1.25,0,3.5,5.5,1,0,1,0,2,0,0,0,0,0,0,0,27,38.8,54.9,6.0,10.0,393077,4
